STREET ID,STREET,FROM,TO,PCI
1892,UNIVERSITY  AVENUE,UNIVERSITY  AVENUE,ALMA STREET,84
1893,UNIVERSITY  AVENUE,ALMA STREET,UNIVERSITY  AVENUE,84
1894,UNIVERSITY  AVENUE,ALMA STREET,UNIVERSITY CIRCLE,72
1895,THOMAS DRIVE,GREER ROAD,END,97
1896,THOMAS DRIVE,GREER ROAD,GREER ROAD,94
1897,THORNWOOD  DRIVE,ARBUTUS AVENUE,EVERGREEN DRIVE,91
1898,TIMLOTT LANE,TIMLOTT COURT,END,69
1899,TIMLOTT LANE,EL CENTRO STREET,TIMLOTT COURT,69
1900,TIMLOTT COURT,TIMLOTT LANE,END,92
1901,TIOGA COURT,NELSON DRIVE,END,95
1902,TIPPAWINGO  STREET,CHIMALUS DRIVE,MATADERO  AVENUE,92
1903,TORREYA COURT,LOMA VERDE  AVENUE,END,92
1904,TOWLE WAY,WELLSBURY WAY,END,92
1905,TOWLE WAY,WELLSBURY WAY,TOWLE PLACE,93
1906,TOWLE WAY,TOWLE PLACE,MIDDLEFIELD ROAD,97
1907,TOWLE COURT,TOWLE WAY,END,93
1908,TOYON PLACE,MIDDLEFIELD ROAD,END,95
1909,TRANSPORT  STREET,SAN ANTONIO  AVENUE,COMMERCIAL  STREET,95
1910,TRANSPORT  STREET,COMMERCIAL  STREET,INDUSTRIAL  AVENUE,97
1911,TRANSPORT  STREET,INDUSTRIAL  AVENUE,END,97
1912,TULIP LANE,GREER ROAD,GREER ROAD,86
1913,UNIVERSITY  AVENUE,STANFORD  UNIVERSITY,UNIVERSITY CIRCLE,53
1914,UNIVERSITY  AVENUE,UNIVERSITY CIRCLE,STANFORD  UNIVERSITY,79
1915,UNIVERSITY  AVENUE,UNIVERSITY CRCLE,HIGH STREET,79
1916,UNIVERSITY  AVENUE,HIGH STREET,UNIVERSITY CIRCLE,69
1917,UNIVERSITY  AVENUE,HIGH STREET,EMERSON STREET,78
1918,UNIVERSITY  AVENUE,EMERSON STREET,RAMONA STREET,84
1919,UNIVERSITY  AVENUE,RAMONA STREET,BRYANT STREET,82
1920,UNIVERSITY  AVENUE,BRYANT STREET,FLORENCE COURT,89
1921,UNIVERSITY  AVENUE,FLORENCE STREET,WAVERLEY STREET,68
1922,UNIVERSITY  AVENUE,WAVERLEY STREET,KIPLING STREET,75
1923,UNIVERSITY  AVENUE,KIPLING STREET,COWPER STREET,73
1924,UNIVERSITY  AVENUE,COWPER STREET,TASSO STREET,78
1925,UNIVERSITY  AVENUE,TASSO STREET,WEBSTER STREET,68
1926,UNIVERSITY  AVENUE,WEBSTER STREET,BYRON STREET,76
1927,UNIVERSITY  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,74
1928,UNIVERSITY  AVENUE,MIDDLEFIELD ROAD,FULTON STREET,43
1929,UNIVERSITY  AVENUE,FULTON STREET,GUINDA STREET,56
1930,UNIVERSITY  AVENUE,GUINDA STREET,SENECA STREET,48
1931,UNIVERSITY  AVENUE,SENECA STREET,HALE STREET,49
1932,UNIVERSITY  AVENUE,HALE STREET,CHAUCER STREET,73
1933,UNIVERSITY  AVENUE,CHAUCER STREET,MARLOWE STREET,88
1934,UNIVERSITY  AVENUE,MARLOWE STREET,MAPLE STREET,90
1935,UNIVERSITY  AVENUE,MAPLE STREET,PALM STREET,87
1936,UNIVERSITY  AVENUE,PALM STREET,LINCOLN AVENUE,89
1937,UNIVERSITY  AVENUE,LINCOLN AVENUE,CRESCENT DRIVE,90
1938,UNIVERSITY  AVENUE,CRESCENT DRIVE,CENTER DRIVE,90
1939,UNIVERSITY  AVENUE,CENTER DRIVE,CRESCENT DRIVE,90
1940,UNIVERSITY  AVENUE,CRESCENT DRIVE,CITY LIMIT,90
1941,URBAN LANE,WELLS AVENUE,UNIVERSITY CIRCLE,93
1942,URBAN LANE,ENCINA AVENUE,WELLS AVENUE,93
1943,VAN AUKEN CIRCLE,VAN AUKEN CIRCLE,VAN AUKEN CIRCLE,97
1944,VAN AUKEN CIRCLE,GREER ROAD,VAN AUKEN CIRCLE,97
1945,VENTURA AVENUE,EL CAMINO REAL,VENTURA COURT,86
1946,VENTURA AVENUE,VENTURA COURT,PARK BOULEVARD,91
1947,VENTURA COURT,VENTURA AVENUE,END,46
1948,VERDOSA DRIVE,ENCINA GRANDE  DRIVE,VISTA AVENUE,93
1949,VERDOSA DRIVE,VISTA AVENUE,FLORALES DRIVE,93
1950,VERNON PLACE,LOMA VERDE  AVENUE,VERNON PLACE,97
1951,VERNON PLACE,VERNON PLACE,STOCKTON PLACE,93
1952,VICTORIA PLACE,WILKIE WAY,END,91
1953,VISTA AVENUE,VERDOSA DRIVE,GOEBEL AVENUE   (PRIVATE),92
1954,VISTA AVENUE,GOEBEL AVENUE  (PRIVATE),EL CAMINO REAL,92
1955,WALLIS COURT,GEORGIA AVENUE,END,80
1956,WALNUT DRIVE,NEWELL ROAD,WALTER HAYS  DRIVE,93
1957,WALNUT DRIVE,WALTER HAYS  DRIVE,STANLEY WAY,93
1958,WALNUT DRIVE,STANLEY WAY,LOIS LANE,93
1959,WALNUT DRIVE,LOIS LANE,WALTER HAYS  DRIVE,93
1960,WALNUT DRIVE,WALTER HAYS  DRIVE,EMBARCADERO  ROAD,93
1961,WALTER HAYS  DRIVE,WALNUT DRIVE,ERSTWILD COURT,95
1962,WALTER HAYS  DRIVE,ERSTWILD COURT,STANLEY WAY,88
1963,WALTER HAYS  DRIVE,STANLEY WAY,WALNUT DRIVE,91
1964,WARREN WAY,LOUIS ROAD,END,92
1965,WASHINGTON  AVENUE,ALMA STREET,HIGH STREET,97
1966,WASHINGTON  AVENUE,HIGH STREET,EMERSON STREET,97
1967,WASHINGTON  AVENUE,EMERSON STREET,RAMONA STREET,75
1968,WASHINGTON  AVENUE,RAMONA STREET,BRYANT STREET,78
1969,WASHINGTON  AVENUE,WAVERLEY STREET,COWPER STREET,50
1970,WASHINGTON  AVENUE,COWPER STREET,END,39
1971,WATSON COURT,E. BAYSHORE ROAD,END,69
1972,WAVERLEY  STREET,PALO ALTO AVENUE,RUTHVEN AVENUE,88
1973,WAVERLEY  STREET,RUTHVEN AVENUE,HAWTHORNE  AVENUE,82
1974,WAVERLEY  STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,61
1975,WAVERLEY  STREET,EVERETT AVENUE,LYTTON AVENUE,82
1976,WAVERLEY  STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,66
1977,WAVERLEY  STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,78
1978,WAVERLEY  STREET,HAMILTON AVENUE,FOREST AVENUE,77
1979,WAVERLEY  STREET,FOREST AVENUE,HOMER AVENUE,75
1980,WAVERLEY  STREET,HOMER AVENUE,CHANNING AVENUE,91
1981,WAVERLEY  STREET,CHANNING AVENUE,ADDISON AVENUE,47
1982,WAVERLEY  STREET,ADDISON AVENUE,LINCOLN AVENUE,49
1983,WAVERLEY  STREET,LINCOLN AVENUE,KINGSLEY AVENUE,59
1984,WAVERLEY  STREET,KINGSLEY AVENUE,MELVILLE AVENUE,57
1985,WAVERLEY  STREET,MELVILLE AVENUE,EMBARCADERO  ROAD,57
1986,WAVERLEY  STREET,EMBARCADERO  ROAD,KELLOGG AVENUE,93
1987,WAVERLEY  STREET,KELLOGG AVENUE,CHURCHILL  AVENUE,93
1988,WAVERLEY  STREET,CHURCHILL AVENUE,COLERIDGE  AVENUE,15
1989,WAVERLEY  STREET,COLERIDGE AVENUE,LOWELL AVENUE,22
1990,WAVERLEY  STREET,LOWELL AVENUE,TENNYSON AVENUE,73
1991,WAVERLEY  STREET,TENNYSON AVENUE,SEALE AVENUE,20
1992,WAVERLEY  STREET,SEALE AVENUE,SANTA RITA  AVENUE,56
1993,WAVERLEY  STREET,SANTA RITA AVENUE,WASHINGTON  AVENUE,58
1994,WAVERLEY  STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,48
1995,WAVERLEY  STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,97
1996,WAVERLEY  STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,97
1997,WAVERLEY  STREET,OREGON  EXPRESSWAY,MARION AVENUE,79
1998,WAVERLEY  STREET,MARION AVENUE,COLORADO  AVENUE,69
1999,WAVERLEY  STREET,COLORADO AVENUE,EL DORADO  AVENUE,92
2000,WAVERLEY  STREET,EL DORADO AVENUE,EL CARMELO  AVENUE,91
2001,WAVERLEY  STREET,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,87
2002,WAVERLEY  STREET,LOMA VERDE  AVENUE,CAMPESINO  AVENUE,85
2003,WAVERLEY  STREET,CAMPESINO  AVENUE,EL VERANO  AVENUE,89
2004,WAVERLEY  STREET,EL VERANO AVENUE,EAST MEADOW  DRIVE,93
2005,WEBSTER STREET,PALO ALTO AVENUE,RUTHVEN AVENUE,81
2006,WEBSTER STREET,RUTHVEN AVENUE,HAWTHORNE  AVENUE,80
2007,WEBSTER STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,47
2008,WEBSTER STREET,EVERETT AVENUE,LYTTON AVENUE,33
2009,WEBSTER STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,80
2010,WEBSTER STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,89
2011,WEBSTER STREET,HAMILTON AVENUE,FOREST AVENUE,92
2012,WEBSTER STREET,FOREST AVENUE,HOMER AVENUE,85
2013,WEBSTER STREET,HOMER AVENUE,CHANNING AVENUE,86
2014,WEBSTER STREET,CHANNING AVENUE,ADDISON AVENUE,88
2015,WEBSTER STREET,ADDISON AVENUE,LINCOLN AVENUE,22
2016,WEBSTER STREET,LINCOLN AVENUE,KINGSLEY AVENUE,53
2017,WEBSTER STREET,KINGSLEY AVENUE,MELVILLE AVENUE,41
2018,WEBSTER STREET,MELVILLE AVENUE,KELLOGG AVENUE,78
2019,WEBSTER STREET,KELLOGG AVENUE,EMBARCADERO  ROAD,60
2020,WEBSTER STREET,EMBARCADERO  ROAD,COLERIDGE  AVENUE,77
2021,WEBSTER STREET,COLERIDGE AVENUE,LOWELL AVENUE,66
2022,WEBSTER STREET,LOWELL AVENUE,TENNYSON AVENUE,97
2023,WEBSTER STREET,TENNYSON AVENUE,SEALE AVENUE,94
2024,WEBSTER STREET,SEALE AVENUE,SANTA RITA  AVENUE,64
2025,WEBSTER STREET,SANTA RITA AVENUE,NORTH CALIFORNIA  AVENUE,57
2026,WEBSTER STREET,NORTH CALIFORNIA  AVENUE,OREGON AVENUE,77
2027,WEBSTER STREET,OREGON AVENUE,OREGON  EXPRESSWAY,73
2028,WEBSTER STREET,MARION AVENUE,WEBSTER CUL-DE- SAC1,93
2029,WEBSTER STREET,WEBSTER CUL-DE- SAC1,WEBSTER CUL-DE- SAC2,93
2030,WEBSTER STREET,WEBSTER CUL-DE- SAC2,MIDDLEFIELD ROAD,93
2031,WEBSTER STREET,WEBSTER STREET,END,91
2032,WEBSTER STREET,WEBSTER STREET,END,91
2033,WELCH ROAD,"PASTEUR DRIVE,  WEST SIDE","PASTEUR DRIVE,  EAST SIDE",91
2034,WELCH ROAD,"PASTEUR DRIVE,  EAST SIDE",QUARRY ROAD,91
2035,WELLESLEY  STREET,STANFORD AVENUE,CAMERON PARK,92
2036,WELLESLEY  STREET,CAMERON PARK,COLLEGE AVENUE,93
2037,WELLESLEY  STREET,COLLEGE AVENUE,MAYFIELD PARK,93
2038,WELLESLEY  STREET,MAYFIELD PARK,CALIFORNIA  AVENUE,92
2039,WELLS AVENUE,EL CAMINO REAL,URBAN LANE,90
2040,WELLSBURY  COURT,WELLSBURY WAY,END,93
2041,WELLSBURY WAY,TOWLE WAY,WELLSBURY  COURT,92
2042,WELLSBURY WAY,WELLSBURY COURT,WELLSBURY CUL- DE-SAC,97
2043,WELLSBURY WAY,WELLSBURY CUL- DE-SAC,MIDDLEFIELD ROAD,92
2044,WELLSBURY WAY,WELLSBURY WAY,END,93
2045,WHITCLEM DRIVE,WILKIE WAY,WHITCLEM PLACE,90
2046,WHITCLEM DRIVE,WHITCLEM PLACE,WHITCLEM WAY,87
2047,WHITCLEM DRIVE,WHITCLEM WAY,WHITCLEM COURT,80
2048,WHITCLEM DRIVE,WHITCLEM COURT,PARK BOULEVARD,86
2049,WHITCLEM COURT,WHITCLEM DRIVE,END,86
2050,WHITCLEM PLACE,WHITCLEM DRIVE,END,71
2051,WHITCLEM WAY,WHITCLEM DRIVE,END,71
2052,WHITMAN COURT,BRYANT STREET,WAVERLEY STREET,100
2053,WHITSELL STREET,MATADERO AVENUE,KENDALL AVENUE,93
2054,WHITSELL STREET,KENDALL AVENUE,BARRON AVENUE,93
2055,WHITSELL STREET,BARRON AVENUE,MAGNOLIA DRIVE,93
2056,WILDWOOD LANE,EMBARCADERO  ROAD,CHANNING AVENUE,84
2057,WILDWOOD LANE,CHANNING AVENUE,IVY LANE,97
2058,WILDWOOD LANE,IVY LANE,GREER ROAD,97
2059,WILKIE WAY,MACLANE,WEST MEADOW  DRIVE,92
2060,WILKIE WAY,WEST MEADOW  DRIVE,VICTORIA PLACE,92
2061,WILKIE WAY,VICTORIA PLACE,BARCLAY COURT,91
2062,WILKIE WAY,BARCLAY COURT,JAMES ROAD,91
2063,WILKIE WAY,JAMES ROAD,TENNESSEE LANE,85
2064,WILKIE WAY,TENNESSEE LANE,CAROLINA LANE,87
2065,WILKIE WAY,CAROLINA LANE,W. CHARLESTON  ROAD,92
2066,WILKIE WAY,W. CHARLESTON  ROAD,GEORGE HOOD  LANE,84
2067,WILKIE WAY,GEORGE HOOD  LANE,DULUTH CIRCLE,86
2068,WILKIE WAY,DULUTH CIRCLE,EDLEE AVENUE,85
2069,WILKIE WAY,EDLEE AVENUE,WHITCLEM PLACE,86
2070,WILKIE WAY,WHITCLEM PLACE,END,91
2071,WILKIE COURT,WILKIE WAY,END,86
2072,WILLIAMS STREET,STANFORD AVENUE,COLLEGE AVENUE,93
2073,WILLIAMS STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,93
2074,WILLMAR DRIVE,DONALD DRIVE,ARASTRADERO  ROAD,89
2075,SAND HILL ROAD  WB,CITY LIMITS,W. OAK CREEK  DRIVE,37
2076,SAND HILL ROAD  EB,W. OAK CREEK  DRIVE,CITY LIMITS,33
2077,SAND HILL ROAD  WB,W. OAK CREEK  DRIVE,STOCK FARM ROAD,37
2078,SAND HILL ROAD  EB,STOCK FARM ROAD,W. OAK CREEK  DRIVE,34
2079,SAND HILL ROAD  WB,STOCK FARM ROAD,E OAK CREEK ROAD,61
2080,SAND HILL ROAD  EB,E. OAK CREEK  DRIVE,STOCK FARM ROAD,34
2081,SAND HILL ROAD  WB,E. OAK CREEK  DRIVE,PASTEUR DRIVE,23
2082,SAND HILL ROAD  EB,PASTEUR DRIVE,E. OAK CREEK  DRIVE,37
2083,SAND HILL ROAD  WB,PASTEUR DRIVE,SWAIN WAY,26
2084,SAND HILL ROAD  EB,SWAIN WAY,PASTEUR DRIVE,34
2085,SAND HILL ROAD  WB,SWAIN WAY,MOSHER WAY,34
2086,SAND HILL ROAD  EB,MOSHER WAY,SWAIN WAY,32
2087,SAND HILL ROAD  WB,MOSHER WAY,CHARLES MARX  WAY,30
2088,SAND HILL ROAD  EB,CHARLES MARX  WAY,MOSHER WAY,39
2089,SAND HILL ROAD  WB,CHARLES MARX  WAY,DURAND WAY,33
2090,SAND HILL ROAD  EB,DURAND WAY,CHARLES MARX  WAY,43
2091,SAND HILL ROAD  WB,DURAND WAY,VINEYARD LANE,31
2092,SAND HILL ROAD  EB,VINEYARD LANE,DURAND WAY,39
2093,SAND HILL ROAD  WB,VINEYARD LANE,ARBORETUM DRIVE,36
2094,SAND HILL ROAD  EB,ARBORETUM DRIVE,VINEYARD LANE,43
2095,SAND HILL ROAD  WB,ARBORETUM DRIVE,PLUM LANE,31
